Date,Price,Returns
2017-02-10,141000.0,0.0071428571428571175
2017-02-13,139500.0,-0.010638297872340385
2017-02-14,140000.0,0.0035842293906809264
2017-02-15,145500.0,0.03928571428571437
2017-02-16,150500.0,0.03436426116838498
2017-02-17,150500.0,0.0
2017-02-20,150000.0,-0.0033222591362126463
2017-02-21,151000.0,0.006666666666666599
2017-02-22,149500.0,-0.009933774834437137
2017-02-23,146000.0,-0.02341137123745818
2017-02-24,148000.0,0.013698630136986356
2017-02-27,148500.0,0.0033783783783782884
2017-02-28,149500.0,0.006734006734006703
2017-03-02,148500.0,-0.006688963210702337
2017-03-03,142000.0,-0.043771043771043794
2017-03-06,145000.0,0.021126760563380254
2017-03-07,144000.0,-0.006896551724137945
2017-03-08,144500.0,0.003472222222222321
2017-03-09,145000.0,0.0034602076124568004
2017-03-10,146000.0,0.006896551724137945
2017-03-13,146000.0,0.0
2017-03-14,149000.0,0.020547945205479534
2017-03-15,149500.0,0.003355704697986628
2017-03-16,151500.0,0.013377926421404673
2017-03-17,151500.0,0.0
2017-03-20,156500.0,0.03300330033003296
2017-03-21,170000.0,0.08626198083067083
2017-03-22,170000.0,0.0
2017-03-23,165000.0,-0.02941176470588236
2017-03-24,164000.0,-0.0060606060606061
2017-03-27,162000.0,-0.012195121951219523
2017-03-28,160000.0,-0.012345679012345734
2017-03-29,156000.0,-0.025000000000000022
2017-03-30,158500.0,0.01602564102564097
2017-03-31,157500.0,-0.006309148264984188
2017-04-03,156500.0,-0.006349206349206327
2017-04-04,152000.0,-0.028753993610223683
2017-04-05,150000.0,-0.013157894736842146
2017-04-06,148000.0,-0.013333333333333308
2017-04-07,144500.0,-0.023648648648648685
2017-04-10,146000.0,0.01038062283737018
2017-04-11,142500.0,-0.023972602739726012
2017-04-12,141500.0,-0.007017543859649145
2017-04-13,142500.0,0.007067137809187329
2017-04-14,142500.0,0.0
2017-04-17,144000.0,0.010526315789473717
2017-04-18,141000.0,-0.02083333333333337
2017-04-19,137000.0,-0.028368794326241176
2017-04-20,141500.0,0.03284671532846706
2017-04-21,141500.0,0.0
2017-04-24,141500.0,0.0
2017-04-25,144500.0,0.021201413427561766
2017-04-26,151000.0,0.04498269896193774
2017-04-27,147000.0,-0.026490066225165587
2017-04-28,144000.0,-0.020408163265306145
2017-05-02,151000.0,0.04861111111111116
2017-05-04,152000.0,0.0066225165562914245
2017-05-08,158000.0,0.03947368421052633
2017-05-10,156500.0,-0.009493670886076
2017-05-11,157500.0,0.006389776357827559
2017-05-12,155000.0,-0.015873015873015928
2017-05-15,154000.0,-0.006451612903225823
2017-05-16,157500.0,0.022727272727272707
2017-05-17,158500.0,0.006349206349206327
2017-05-18,165000.0,0.04100946372239744
2017-05-19,170000.0,0.030303030303030276
2017-05-22,170000.0,0.0
2017-05-23,170000.0,0.0
2017-05-24,164000.0,-0.03529411764705881
2017-05-25,165000.0,0.0060975609756097615
2017-05-26,163500.0,-0.009090909090909038
2017-05-29,162000.0,-0.00917431192660545
2017-05-30,164000.0,0.012345679012345734
2017-05-31,163000.0,-0.0060975609756097615
2017-06-01,165500.0,0.015337423312883347
